pc1,pc2,pc3,pc4,binary_label,source_class
10.414900011497378,1.0562555442361707,3.1451585831915767,-0.7449918945848045,0,benign
6.651578717134113,-0.3221430387263849,2.99739184374086,-0.8525200477128482,0,benign
-0.9254374444260094,0.11303112637202925,2.2981199758316135,-2.547209627041811,0,benign
4.2353350385318125,1.1656516977989466,-2.5072593951873605,2.004780652174915,0,benign
3.121279780377752,-0.4290213621187071,-3.2827186040710457,2.3902268157532496,0,benign
4.321288228213596,3.0011961048990026,-3.2542813935016355,0.9452267631465762,0,benign
-1.426440567742756,0.6012689789453864,-2.839181541668267,0.33464006524897816,0,benign
3.787715874049119,-1.9732593444883741,-3.029007231137572,3.1580162392740294,0,benign
5.636569167326365,0.6454015436998488,2.0752684813346716,-1.4916566148079202,0,benign
3.926074030395881,0.7216086736593249,2.3031288974793935,-1.8871397049651688,0,benign
3.0722902221625623,0.4639998150118721,2.0937044861214757,-2.3934522985598883,0,benign
1.5552731576897678,-0.38954537899767616,-2.022248087314744,1.7082150613336196,0,benign
-0.7770179770235797,2.578150144821108,-2.6843237220764236,1.1795063170881985,0,benign
1.488230759563536,2.3266733810698765,-3.011354022460788,0.9701595727556585,0,benign
0.7204008847544708,2.5756705171318717,-2.843421603383128,0.8237146407969896,0,benign
1.2223915093597444,2.2435613135409587,1.6087558386124434,-2.6547922704086098,0,benign
2.2283452581615486,1.679196869237405,-2.681200182387568,1.4274537216649947,0,benign
0.8916202142320503,1.5094810239978493,-2.0499889295224945,1.922923521391501,0,benign
0.46035924844450254,2.017832522308377,1.1021216022915972,-3.678609173407935,0,benign
3.7246747783236285,0.3923638580328266,2.4193851976271454,-1.6452722962673199,0,benign
0.8592834039417574,2.542134217930323,2.0565626673753488,-2.164849519875874,0,benign
5.513939850013439,0.03660206781052109,2.417705754693223,-1.1474216942133368,0,benign
1.1294161176443591,3.207350013673029,-3.2862359764454907,0.42399450425095275,0,benign
0.2172534287185746,2.888888408092372,-3.0491545609624073,0.5632363063016885,0,benign
3.7669460799648116,-0.5951258555409361,-3.672269390299583,2.3104681746318274,0,benign
1.3093107519544558,3.746537316081758,-3.673062325330875,0.21029133417972323,0,benign
5.0196081416107425,1.0555322904431559,-2.2751201242399275,2.041334695868881,0,benign
2.727702479446176,1.6353849181283897,-2.7748118095783423,1.5449233554788615,0,benign
7.665678600662223,-2.803279530451008,-4.198934918547281,3.5055728452672046,0,benign
-0.6202245368311866,2.2017752424392634,-1.7390952518582845,1.946459508128322,0,benign
0.7549166013149887,3.826214234935693,-3.3951211667544636,0.49982746667957245,0,benign
2.434584108330564,2.5435982916146407,-2.9261183809284788,1.135151257026958,0,benign
-0.48034253812466615,1.8844339091185136,-2.642032600761374,0.7856062858622757,0,benign
0.19956122693196907,3.3154138835441005,-2.813149139689176,1.0363219438122473,0,benign
10.011832381666036,-0.050471631183507774,2.8499732253585237,-0.6747809475463815,0,benign
1.0272408356989366,3.4873229105743695,-3.3685448642318074,0.20701853812259619,0,benign
-1.4163288949854098,0.7378609702781966,-2.1521338090655173,1.1691811732188326,0,benign
0.6745615191824392,3.5115660882488,-3.352504738721997,0.17464922993581944,0,benign
4.705029750599364,3.3413247655434546,0.9718087418434832,-2.866112843561077,0,benign
0.06316737627157956,2.0323790034997673,1.9395443705045268,-2.4815053143057457,0,benign
7.255825380118298,1.4037211000170153,1.7238319302148364,-2.062319401523999,0,benign
6.744266548260675,-0.8362973365725346,3.019634189093674,-0.8911545533961563,0,benign
3.0548135747853924,3.6137944966853808,-3.6294603593768646,0.5215028463405662,0,benign
-0.7746235980821926,0.5101860659456575,2.6981705950547905,-1.9031717276344444,0,benign
2.5028713165462038,1.2303217787991207,-2.552024163203199,1.604858960079928,0,benign
4.984576741647896,2.6862864905768498,1.26300886949979,-2.6235364219412847,0,benign
7.183612682898487,-0.13275925308387354,-4.476784648483057,2.400767704791807,0,benign
