model,split,accuracy,f1,precision,recall
Ablation_VQC_Tensor,train_full,0.66375,0.7565610859728507,0.7307692307692307,0.7842401500938087
Ablation_VQC_Tensor,test,0.675,0.7781569965870307,0.7169811320754716,0.8507462686567164
